"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
0.608650500151008,0,1,0.386056995252147,1,1.08402978312224,1,0.885601829489193,0,1,0.759405235899612
0.588802629348129,1,1,0.486287497077137,1,1.79304077052511,1,0.869712608141336,0,1,1.47050218479708
0.652092189987773,1,1,0.865256620198488,1,1.86769926929846,1,1.12135232613587,1,0,1.41107801590115
0.608102915297854,0,1,1.74115391196683,0,0.75192412706092,-1,1.38247252043445,-1,1,0.756019348092377
0.47608768492345,1,0,0.712784451758489,0,0.883844847092405,-1,0.939001169690158,0,0,1.23382430691272
0.512111323195749,1,1,0.683397193299606,1,0.851228061458096,0,0.451846767581948,0,1,0.37618114775978
0.467437363605079,1,1,1.87878163056448,0,0.631707663182169,1,0.710161849152743,-1,1,1.14753610230982
0.701601284104168,0,1,2.08779953392223,1,1.5239593191538,-1,0.639571791115604,1,1,1.87720439946279
0.659439442130105,0,1,1.81964463572949,1,1.67940781256184,1,1.09040745995769,-1,0,2.00967530133203
0.955458250120519,1,1,1.93878578860313,1,1.52783800880425,0,1.38668714692374,1,1,1.66080747507513
0.599008930839257,1,1,1.14828551821411,0,0.676435425924137,-1,1.14622491742667,-1,1,1.96746584493667
0.472888691863228,1,1,0.703953134408221,0,1.58149876976386,1,0.768845893865541,0,0,1.30244997572154
0.619168470722982,0,1,0.530066381860524,1,1.38953673387878,1,0.864097624542721,-1,1,1.41482538208365
0.669772721018151,1,0,0.803430322324857,1,0.913006569072604,-1,0.477687616252236,1,0,1.97806260064244
0.634090448071242,1,1,1.76899090851657,1,0.374106577690691,1,0.965804223494818,0,0,1.50805714605376
0.694430868616027,1,1,0.403703387081623,0,1.02315451693721,-1,0.477707006563523,1,0,0.392382441647351
0.554858301226687,1,1,1.7450926491525,1,0.442307361960411,0,0.486320380625179,0,1,0.617588804941624
0.553601708765471,0,1,0.487898103659973,1,0.862594770826399,0,0.451367924560088,1,1,1.29155626553111
0.553421349695257,1,1,1.67989083356224,1,0.88513668444939,0,0.543620044172572,-1,1,0.661998584261164
0.749657497037743,0,1,0.848659019451588,0,0.441059623053297,1,1.28944419394687,-1,1,0.31460852609016
0.640848972362974,1,1,1.68471735762432,0,0.570395587105304,-1,0.626375725121996,-1,1,1.60090603432618
0.576251866616807,0,1,1.27318030740134,1,0.57436512527056,0,0.743341363287014,1,1,1.96611675499007
0.716237367022417,0,1,0.952266958029941,0,1.94416248193011,-1,0.60265898436047,-1,1,1.96604604735039
