"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
4.88088059472419,-1.89100082311779,0.789797239005566,0,2.43557556452416,0.872519051012615,2,-0.782222464308143,0.0258528251562867,1,1
5.62894531799189,-2.99792674835771,-0.100843796506524,0,2.17984042846903,2.0970680656428,1,-0.418655399791896,0.0358856893176477,1,1
8.23606421571639,-0.957566508091986,-0.308788762427866,0,3.56213954503797,3.62928374599362,0,-1.96687596067786,0.540786615360395,1,1
5.28294216685756,-2.94380836654454,0.0709409965202212,1,2.65257860029553,3.11115591816903,1,-1.84955746736377,0.116855609532924,1,1
10.084650281604,-2.74124089349061,-2.95697936881334,0,1.84176437100027,7.28453261379608,1,-2.63089651949704,0.0455521552483482,1,1
5.42084424826369,0.819396901875734,-1.22195562906563,0,0.871637151286858,2.45776021095786,2,-0.0979034859687089,0.0033800531394345,1,1
4.73574241765388,-2.65401643514633,-1.12619508523494,0,8.44465986633143,9.97430032390811,0,-0.540590571798384,0.929860706209527,1,1
8.2606194814805,-1.84009996335953,-1.98384892381728,1,3.378651701408,3.94965290604624,0,-0.0916916342452168,0.265716179795676,1,1
8.43647699946874,0.522796691395342,-1.79814113955945,0,0.892921458888672,5.27606306900645,2,-3.1616503816098,0.0870230371855367,1,1
5.40305608105828,-2.50713519472629,-2.25821219012141,1,4.20940857528565,10.3436614340874,0,-2.52516099121422,0.387410059427296,1,1
7.85264538568531,-2.29954830929637,-1.647491177544,1,1.90258755977883,0.678440534612685,0,-2.97291431818157,0.350295469975244,1,1
9.5791613779677,-1.23699891287833,-0.746883860789239,0,0.604318621739352,0.9785346252042,1,-2.56482305712998,0.925265180864088,1,1
5.0357623046136,0.628731894306839,-0.520918434485793,1,3.68516242659932,3.31377061836249,2,-2.18643928747624,0.514935926243792,1,1
8.69716654604498,0.404167467728257,-0.745167161338031,1,2.42284345648177,7.51821616162951,0,-0.0550495335832237,0.099891145772657,0,1
10.6129909850578,-0.0640500290319324,-1.0500575369224,1,1.25899474981573,6.16111018233431,0,-0.199794817343354,1.50170103138592,1,1
6.76969110669304,-0.70525711402297,0.278309750370681,1,4.5496378298498,3.93162682459176,2,0.53369287904352,0.279517324904722,1,1
5.45554213279884,-1.07293785642833,-0.832553789019585,0,5.51698755163391,1.44948362441061,2,-0.809626274369657,0.00550415547958932,1,1
9.84646850876312,-1.67755602207035,-2.44762361329049,0,4.38638854130983,7.70574065769837,0,-2.94218198079616,0.215105938442167,1,1
6.2648189467001,-2.36935900431126,0.972407279536128,1,0.179681341626375,6.71135644127628,2,-2.52989767827094,1.56929165194356,1,1
9.49191956130889,-1.07946378644556,-0.924306225962937,1,5.5035350791593,0.317980258784631,2,0.0864748995751143,0.527543079713528,0,1
6.99505997091407,-2.18514962121844,-1.9556402657181,0,0.759216911779496,1.84689012788663,1,-0.0771266143769025,0.529313940689367,1,0
5.15053667131615,-0.278530449606478,0.857728916220367,1,1.17612377439518,1.32165027683123,2,-1.2589357463643,0.487857505343637,1,1
9.15193180035307,-1.5448478879407,0.548507444560528,1,2.04850054125566,0.264253468502531,0,-2.81999954078346,0.169451491355686,1,1
